Sentence,Rubric,Score,FeedbackCode,Avg_Word_Length,Avg_Sentence_Length,Word_Count,Unq_Word_Count,Sentence_Count,Avg_Readability_Index,TokenizedSentences,TokenizedText,Grade,Outcome,Rubric_Encode,Grade_Encode
"You described the hypothesis well, but it is was nice to have it more specific and when defining your null mentioning the statistically difference term.",Sensemaking 1,56.67,506,27,4.74,27,13,1,46.1,"['described', 'hypothesis', 'well', ',', 'nice', 'specific', 'defining', 'null', 'mentioning', 'statistically', 'difference', 'term', '.']","described hypothesis well , nice specific defining null mentioning statistically difference term .",P,Pass,6,4
"Further, you had a good explanation on the types of data needed to be collected but less attention to the budget and the feasibility and the relation of them to testing the hypothesis in the collection process.",Sensemaking 1,56.67,506,39,4.46,39,17,1,33.92,"[',', 'good', 'explanation', 'types', 'data', 'needed', 'collected', 'less', 'attention', 'budget', 'feasibility', 'relation', 'testing', 'hypothesis', 'collection', 'process', '.']",", good explanation types data needed collected less attention budget feasibility relation testing hypothesis collection process .",P,Pass,6,4
The other issue with your task was about a lack of in-depth justification on your reasons of choosing the test for your statistical analysis.,Sensemaking 1,56.67,506,25,4.72,25,11,1,47.12,"['issue', 'task', 'lack', 'in-depth', 'justification', 'reasons', 'choosing', 'test', 'statistical', 'analysis', '.']",issue task lack in-depth justification reasons choosing test statistical analysis .,P,Pass,6,4
You could have briefly compared it to the other tests we learned in this unit (you could have referred to the data type like parametric vs non-parametric data).,Sensemaking 1,56.67,506,31,4.29,31,16,1,59.98,"['could', 'briefly', 'compared', 'tests', 'learned', 'unit', '(', 'could', 'referred', 'data', 'type', 'like', 'parametric', 'vs', 'non-parametric', 'data', ')', '.']",could briefly compared tests learned unit ( could referred data type like parametric vs non-parametric data ) .,P,Pass,6,4
Lastly the limitation and future investigation can be further developed as they are lacking in-depth insights about many other aspects of the research.,Sensemaking 1,56.67,506,24,5.38,24,12,1,31.21,"['lastly', 'limitation', 'future', 'investigation', 'developed', 'lacking', 'in-depth', 'insights', 'many', 'aspects', 'research', '.']",lastly limitation future investigation developed lacking in-depth insights many aspects research .,P,Pass,6,4
"You did a good job in calculating the accuracy based on a correct confusion matrix; however, you missed the requirement of the task which asked you to that all working out (including the steps) should be done by hand (i.e., hand written or shown in full in a word or excel document) for the confusion matrix.",Sensemaking 1,56.67,506,64,3.95,64,30,1,31.56,"['good', 'job', 'calculating', 'accuracy', 'based', 'correct', 'confusion', 'matrix', ';', 'however', ',', 'missed', 'requirement', 'task', 'asked', 'working', '(', 'including', 'steps', ')', 'done', 'hand', '(', 'i.e.', ',', 'hand', 'written', 'shown', 'full', 'word', 'excel', 'document', ')', 'confusion', 'matrix', '.']","good job calculating accuracy based correct confusion matrix ; however , missed requirement task asked working ( including steps ) done hand ( i.e. , hand written shown full word excel document ) confusion matrix .",P,Pass,6,4
"Argument for the performance of accuracy metric is also lacking proper insights where you could have discussed the sampling limitations, etc.",Sensemaking 1,56.67,506,23,5.26,23,15,1,33.24,"['argument', 'performance', 'accuracy', 'metric', 'also', 'lacking', 'proper', 'insights', 'could', 'discussed', 'sampling', 'limitations', ',', 'etc', '.']","argument performance accuracy metric also lacking proper insights could discussed sampling limitations , etc .",P,Pass,6,4
Also accuracy should be 50%.,Sensemaking 1,56.67,506,7,3.43,7,5,1,49.48,"['also', 'accuracy', '50', '%', '.']",also accuracy 50 % .,P,Pass,6,4
"You received 10 marks for Week 7, 13 marks for Week 8 and 11 marks for Week 9"" ",Sensemaking 2,56.67,506,20,3.1,20,11,1,95.51,"['received', '10', 'marks', 'week', '7', ',', '13', 'marks', 'week', '8', '11', 'marks', 'week', '9', ""''""]","received 10 marks week 7 , 13 marks week 8 11 marks week 9 ''",P,Pass,7,4
"The audio is good, some more clear and connecting visuals can have been implemented throughout the assignment. Thus, the segments require more live content.",Sensemaking 1,75.0,507,28,4.75,28,15,2,59.3,"['audio', 'good', ',', 'clear', 'connecting', 'visuals', 'implemented', 'throughout', 'assignment', '.', 'thus', ',', 'segments', 'require', 'live', 'content', '.']","audio good , clear connecting visuals implemented throughout assignment . thus , segments require live content .",D,Pass,6,1
"Additionally, it would have been better if explained why the existing prior art conflicts with the research.",Impact 1,75.0,507,19,4.84,19,11,1,54.22,"['additionally', ',', 'would', 'better', 'explained', 'existing', 'prior', 'art', 'conflicts', 'research', '.']","additionally , would better explained existing prior art conflicts research .",D,Pass,3,1
"Also, it would have been a good read to see how the product can increase the commercial potential of this research.",Sensemaking 1,75.0,507,23,4.13,23,12,1,67.08,"['also', ',', 'would', 'good', 'read', 'see', 'product', 'increase', 'commercial', 'potential', 'research', '.']","also , would good read see product increase commercial potential research .",D,Pass,6,1
"Lastly, it would have been better if justification was provided for industries being benefitted with this research.",Sensemaking 1,75.0,507,19,5.21,19,10,1,28.84,"['lastly', ',', 'would', 'better', 'justification', 'provided', 'industries', 'benefitted', 'research', '.']","lastly , would better justification provided industries benefitted research .",D,Pass,6,1
"You received 37 marks for Week 10 and 11 and 8 marks for Week 12"" ",Sensemaking 2,75.0,507,16,3.25,16,9,1,98.55,"['received', '37', 'marks', 'week', '10', '11', '8', 'marks', 'week', '12', ""''""]",received 37 marks week 10 11 8 marks week 12 '',D,Pass,7,1
Few comments - the suggestions provided for few questions could have been better.,Sensemaking 1,73.33,508,14,4.93,14,8,1,50.84,"['comments', '-', 'suggestions', 'provided', 'questions', 'could', 'better', '.']",comments - suggestions provided questions could better .,D,Pass,6,1
"For task 2 of week 4, the title and description provided are really good, but too general.",Sensemaking 1,73.33,508,20,3.7,20,12,1,62.68,"['task', '2', 'week', '4', ',', 'title', 'description', 'provided', 'really', 'good', ',', 'general', '.']","task 2 week 4 , title description provided really good , general .",D,Pass,6,1
"The story, content, language and the audio are good.",Sensemaking 1,73.33,508,12,3.67,12,7,1,79.26,"['story', ',', 'content', ',', 'language', 'audio', 'good', '.']","story , content , language audio good .",D,Pass,6,1
"The video is edited to a high-quality, clips are trimmed to the right length, and visuals are not distracting.",Sensemaking 1,73.33,508,22,4.18,22,11,1,69.11,"['video', 'edited', 'high-quality', ',', 'clips', 'trimmed', 'right', 'length', ',', 'visuals', 'distracting', '.']","video edited high-quality , clips trimmed right length , visuals distracting .",D,Pass,6,1
"Appropriate transitions are used, and stylistic elements are consistent. However, in the first two beats justifications are provided, but it is quite general. Thereby, try to make specific reference to either the narrative or the audience in reasoning why to use this content similar to other beats.",Sensemaking 1,73.33,508,54,4.69,54,28,3,38.62,"['appropriate', 'transitions', 'used', ',', 'stylistic', 'elements', 'consistent', '.', 'however', ',', 'first', 'two', 'beats', 'justifications', 'provided', ',', 'quite', 'general', '.', 'thereby', ',', 'try', 'make', 'specific', 'reference', 'either', 'narrative', 'audience', 'reasoning', 'use', 'content', 'similar', 'beats', '.']","appropriate transitions used , stylistic elements consistent . however , first two beats justifications provided , quite general . thereby , try make specific reference either narrative audience reasoning use content similar beats .",D,Pass,6,1
"Also, it's clear that the video footages are from other sources, but no attributions are given either in video or treatment. It could have been complete, if you create live content(you are talking to the camera/video created by you) where possible in addition to video footages.",Sensemaking 1,73.33,508,55,4.24,55,24,2,56.59,"['also', ',', ""'s"", 'clear', 'video', 'footages', 'sources', ',', 'attributions', 'given', 'either', 'video', 'treatment', '.', 'could', 'complete', ',', 'create', 'live', 'content', '(', 'talking', 'camera/video', 'created', ')', 'possible', 'addition', 'video', 'footages', '.']","also , 's clear video footages sources , attributions given either video treatment . could complete , create live content ( talking camera/video created ) possible addition video footages .",D,Pass,6,1
"Regarding this task of the assignment, you have accurately discussed the background, potential solution and the impact of the research. However, some key areas for improvement include - It would be best if you framed your justification properly while discussing the standard rules for patent decisions, e.g. novelty, usefulness and non-obviousness.",Sensemaking 1,73.33,508,59,5.05,59,32,3,29.18,"['regarding', 'task', 'assignment', ',', 'accurately', 'discussed', 'background', ',', 'potential', 'solution', 'impact', 'research', '.', 'however', ',', 'key', 'areas', 'improvement', 'include', '-', 'would', 'best', 'framed', 'justification', 'properly', 'discussing', 'standard', 'rules', 'patent', 'decisions', ',', 'e.g', '.', 'novelty', ',', 'usefulness', 'non-obviousness', '.']","regarding task assignment , accurately discussed background , potential solution impact research . however , key areas improvement include - would best framed justification properly discussing standard rules patent decisions , e.g . novelty , usefulness non-obviousness .",D,Pass,6,1
"Also, you could have briefly explained the technology mentioned in your answer.",Sensemaking 1,73.33,508,14,4.86,14,9,1,59.3,"['also', ',', 'could', 'briefly', 'explained', 'technology', 'mentioned', 'answer', '.']","also , could briefly explained technology mentioned answer .",D,Pass,6,1
"You received 37 marks for Week 10 and 11 and 7 marks for Week 12"" ",Sensemaking 2,73.33,508,16,3.25,16,9,1,98.55,"['received', '37', 'marks', 'week', '10', '11', '7', 'marks', 'week', '12', ""''""]",received 37 marks week 10 11 7 marks week 12 '',D,Pass,7,1
Thank you so much for your efforts in addressing the assignment brief you have been given.,Agency 2,78.33,509,17,4.41,17,8,1,72.16,"['thank', 'much', 'efforts', 'addressing', 'assignment', 'brief', 'given', '.']",thank much efforts addressing assignment brief given .,D,Pass,1,1
"There are however some aspects of your video/video treatment that need to be further refined to make it a thorough, reflective and/or professional work.",Sensemaking 1,78.33,509,26,4.96,26,14,1,55.58,"['however', 'aspects', 'video/video', 'treatment', 'need', 'refined', 'make', 'thorough', ',', 'reflective', 'and/or', 'professional', 'work', '.']","however aspects video/video treatment need refined make thorough , reflective and/or professional work .",D,Pass,6,1
